X_ref,Y_ref,Yaw_ref
0.0,0.0,0.0
0.05,0.0,0.0
0.1,0.0,0.0
0.15000000000000002,0.0,0.0
0.2,0.0,0.0
0.25,0.0,0.0
0.30000000000000004,0.0,0.0
0.35000000000000003,0.0,0.0
0.4,0.0,0.0
0.45,0.0,0.0
0.5,0.0,0.0
0.55,0.0,0.0
0.6000000000000001,0.0,0.0
0.65,0.0,0.0
0.7000000000000001,0.0,0.0
0.75,0.0,0.0
0.8,0.0,0.0
0.8500000000000001,0.0,0.0
0.9,0.0,0.0
0.9500000000000001,0.0,0.0
1.0,0.0,0.0
1.05,0.0,0.0
1.1,0.0,0.0
1.1500000000000001,0.0,0.0
1.2000000000000002,0.0,0.0
1.25,0.0,0.0
1.3,0.0,0.0
1.35,0.0,0.0
1.4000000000000001,0.0,0.0
1.4500000000000002,0.0,0.0
1.5,0.0,0.0
1.55,0.0,0.0
1.6,0.0,0.0
1.6500000000000001,0.0,0.0
1.7000000000000002,0.0,0.0
1.75,0.0,0.0
1.8,0.0,0.0
1.85,0.0,0.0
1.9000000000000001,0.0,0.0
1.9500000000000002,0.0,0.0
2.0,0.0,0.0
2.0500000000000003,0.0,0.0
2.1,0.0,0.0
2.15,0.0,0.0
2.2,0.0,0.0
2.25,0.0,0.0
2.3000000000000003,0.0,0.0
2.35,0.0,0.0
2.4000000000000004,0.0,0.0
2.45,0.0,0.0
2.5,0.0,0.0
2.5500000000000003,0.0,0.0
2.6,0.0,0.0
2.6500000000000004,0.0,0.0
2.7,0.0,0.0
2.75,0.0,0.0
2.8000000000000003,0.0,0.0
2.85,0.0,0.0
2.9000000000000004,0.0,0.0
2.95,0.0,0.0
3.0,0.0,0.0
3.0500000000000003,0.0,0.0
3.1,0.0,0.0
3.1500000000000004,0.0,0.0
3.2,0.0,0.0
3.2,0.05,1.5707963267948963
3.2,0.1,1.5707963267948963
3.2,0.15000000000000002,1.5707963267948963
3.2,0.2,1.5707963267948963
3.2,0.25,1.5707963267948963
3.2,0.30000000000000004,1.5707963267948963
3.2,0.35000000000000003,1.5707963267948963
3.2,0.4,1.5707963267948963
3.2,0.45,1.5707963267948963
3.2,0.5,1.5707963267948963
3.2,0.55,1.5707963267948963
3.2,0.6000000000000001,1.5707963267948963
3.2,0.65,1.5707963267948963
3.2,0.7000000000000001,1.5707963267948963
3.2,0.75,1.5707963267948963
3.2,0.8,1.5707963267948963
3.2,0.8500000000000001,1.5707963267948963
3.2,0.9,1.5707963267948963
3.2,0.9500000000000001,1.5707963267948963
3.2,1.0,1.5707963267948963
3.2,1.05,1.5707963267948963
3.2,1.1,1.5707963267948963
3.2,1.1500000000000001,1.5707963267948963
3.2,1.2000000000000002,1.5707963267948963
3.2,1.25,1.5707963267948963
3.2,1.3,1.5707963267948963
3.2,1.35,1.5707963267948963
3.2,1.4000000000000001,1.5707963267948963
3.2,1.4500000000000002,1.5707963267948963
3.2,1.5,1.5707963267948963
3.2,1.55,1.5707963267948963
3.2,1.6,1.5707963267948963
3.2,1.6500000000000001,1.5707963267948963
3.2,1.7000000000000002,1.5707963267948963
3.2,1.75,1.5707963267948963
3.2,1.8,1.5707963267948963
3.2,1.85,1.5707963267948963
3.2,1.9000000000000001,1.5707963267948963
3.2,1.9500000000000002,1.5707963267948963
3.2,2.0,1.5707963267948963
3.2,2.0500000000000003,1.5707963267948963
3.2,2.1,1.5707963267948963
3.2,2.15,1.5707963267948963
3.2,2.2,1.5707963267948963
3.2,2.25,1.5707963267948963
3.2,2.3000000000000003,1.5707963267948963
3.2,2.35,1.5707963267948963
3.2,2.4000000000000004,1.5707963267948963
3.2,2.45,1.5707963267948963
3.2,2.5,1.5707963267948963
3.2,2.5500000000000003,1.5707963267948963
3.2,2.6,1.5707963267948963
3.2,2.6500000000000004,1.5707963267948963
3.2,2.7,1.5707963267948963
3.2,2.75,1.5707963267948963
3.2,2.8000000000000003,1.5707963267948963
3.2,2.85,1.5707963267948963
3.2,2.9000000000000004,1.5707963267948963
3.2,2.95,1.5707963267948963
3.2,3.0,1.5707963267948963
3.2,3.0500000000000003,1.5707963267948963
3.2,3.1,1.5707963267948963
3.2,3.1500000000000004,1.5707963267948963
3.2,3.2,1.5707963267948963
3.2,3.25,1.5707963267948963
3.2,3.3000000000000003,1.5707963267948963
3.2,3.35,1.5707963267948963
3.2,3.4000000000000004,1.5707963267948963
3.2,3.45,1.5707963267948963
3.2,3.5,1.5707963267948963
3.2,3.5500000000000003,1.5707963267948963
3.2,3.6,1.5707963267948963
3.2,3.6500000000000004,1.5707963267948963
3.2,3.7,1.5707963267948963
3.2,3.75,1.5707963267948963
3.2,3.8000000000000003,1.5707963267948963
3.2,3.85,1.5707963267948963
3.2,3.9000000000000004,1.5707963267948963
3.2,3.95,1.5707963267948963
3.2,4.0,1.5707963267948963
3.1500000000000004,4.0,3.141592653589793
3.1,4.0,3.141592653589793
3.0500000000000003,4.0,3.141592653589793
3.0,4.0,3.141592653589793
2.95,4.0,3.141592653589793
2.9000000000000004,4.0,3.141592653589793
2.85,4.0,3.141592653589793
2.8000000000000003,4.0,3.141592653589793
2.75,4.0,3.141592653589793
2.7,4.0,3.141592653589793
2.6500000000000004,4.0,3.141592653589793
2.6,4.0,3.141592653589793
2.5500000000000003,4.0,3.141592653589793
2.5,4.0,3.141592653589793
2.45,4.0,3.141592653589793
2.4000000000000004,4.0,3.141592653589793
2.35,4.0,3.141592653589793
2.3000000000000003,4.0,3.141592653589793
2.25,4.0,3.141592653589793
2.2,4.0,3.141592653589793
2.1500000000000004,4.0,3.141592653589793
2.1,4.0,3.141592653589793
2.05,4.0,3.141592653589793
2.0,4.0,3.141592653589793
1.9500000000000002,4.0,3.141592653589793
1.9000000000000001,4.0,3.141592653589793
1.85,4.0,3.141592653589793
1.8,4.0,3.141592653589793
1.75,4.0,3.141592653589793
1.7000000000000002,4.0,3.141592653589793
1.6500000000000001,4.0,3.141592653589793
1.6,4.0,3.141592653589793
1.55,4.0,3.141592653589793
1.5,4.0,3.141592653589793
1.4500000000000002,4.0,3.141592653589793
1.4000000000000001,4.0,3.141592653589793
1.35,4.0,3.141592653589793
1.3,4.0,3.141592653589793
1.25,4.0,3.141592653589793
1.2000000000000002,4.0,3.141592653589793
1.15,4.0,3.141592653589793
1.1,4.0,3.141592653589793
1.0500000000000003,4.0,3.141592653589793
1.0,4.0,3.141592653589793
0.9500000000000002,4.0,3.141592653589793
0.8999999999999999,4.0,3.141592653589793
0.8500000000000001,4.0,3.141592653589793
0.7999999999999998,4.0,3.141592653589793
0.75,4.0,3.141592653589793
0.7000000000000002,4.0,3.141592653589793
0.6499999999999999,4.0,3.141592653589793
0.6000000000000001,4.0,3.141592653589793
0.5499999999999998,4.0,3.141592653589793
0.5,4.0,3.141592653589793
0.4500000000000002,4.0,3.141592653589793
0.3999999999999999,4.0,3.141592653589793
0.3500000000000001,4.0,3.141592653589793
0.2999999999999998,4.0,3.141592653589793
0.25,4.0,3.141592653589793
0.20000000000000018,4.0,3.141592653589793
0.1499999999999999,4.0,3.141592653589793
0.10000000000000009,4.0,3.141592653589793
0.04999999999999982,4.0,3.141592653589793
0.0,4.0,3.141592653589793
0.0,3.95,-1.5707963267948963
0.0,3.9,-1.5707963267948963
0.0,3.85,-1.5707963267948963
0.0,3.8,-1.5707963267948963
0.0,3.75,-1.5707963267948963
0.0,3.7,-1.5707963267948963
0.0,3.65,-1.5707963267948963
0.0,3.6,-1.5707963267948963
0.0,3.55,-1.5707963267948963
0.0,3.5,-1.5707963267948963
0.0,3.45,-1.5707963267948963
0.0,3.4,-1.5707963267948963
0.0,3.35,-1.5707963267948963
0.0,3.3,-1.5707963267948963
0.0,3.25,-1.5707963267948963
0.0,3.2,-1.5707963267948963
0.0,3.15,-1.5707963267948963
0.0,3.1,-1.5707963267948963
0.0,3.05,-1.5707963267948963
0.0,3.0,-1.5707963267948963
0.0,2.95,-1.5707963267948963
0.0,2.9,-1.5707963267948963
0.0,2.8499999999999996,-1.5707963267948963
0.0,2.8,-1.5707963267948963
0.0,2.75,-1.5707963267948963
0.0,2.7,-1.5707963267948963
0.0,2.65,-1.5707963267948963
0.0,2.5999999999999996,-1.5707963267948963
0.0,2.55,-1.5707963267948963
0.0,2.5,-1.5707963267948963
0.0,2.45,-1.5707963267948963
0.0,2.4,-1.5707963267948963
0.0,2.3499999999999996,-1.5707963267948963
0.0,2.3,-1.5707963267948963
0.0,2.25,-1.5707963267948963
0.0,2.2,-1.5707963267948963
0.0,2.15,-1.5707963267948963
0.0,2.0999999999999996,-1.5707963267948963
0.0,2.05,-1.5707963267948963
0.0,2.0,-1.5707963267948963
0.0,1.9499999999999997,-1.5707963267948963
0.0,1.9,-1.5707963267948963
0.0,1.85,-1.5707963267948963
0.0,1.7999999999999998,-1.5707963267948963
0.0,1.75,-1.5707963267948963
0.0,1.6999999999999997,-1.5707963267948963
0.0,1.65,-1.5707963267948963
0.0,1.5999999999999996,-1.5707963267948963
0.0,1.5499999999999998,-1.5707963267948963
0.0,1.5,-1.5707963267948963
0.0,1.4499999999999997,-1.5707963267948963
0.0,1.4,-1.5707963267948963
0.0,1.3499999999999996,-1.5707963267948963
0.0,1.2999999999999998,-1.5707963267948963
0.0,1.25,-1.5707963267948963
0.0,1.1999999999999997,-1.5707963267948963
0.0,1.15,-1.5707963267948963
0.0,1.0999999999999996,-1.5707963267948963
0.0,1.0499999999999998,-1.5707963267948963
0.0,1.0,-1.5707963267948963
0.0,0.9499999999999997,-1.5707963267948963
0.0,0.8999999999999999,-1.5707963267948963
0.0,0.8499999999999996,-1.5707963267948963
0.0,0.7999999999999998,-1.5707963267948963
0.0,0.75,-1.5707963267948963
0.0,0.6999999999999997,-1.5707963267948963
0.0,0.6499999999999999,-1.5707963267948963
0.0,0.5999999999999996,-1.5707963267948963
0.0,0.5499999999999998,-1.5707963267948963
0.0,0.5,-1.5707963267948963
0.0,0.44999999999999973,-1.5707963267948963
0.0,0.3999999999999999,-1.5707963267948963
0.0,0.34999999999999964,-1.5707963267948963
0.0,0.2999999999999998,-1.5707963267948963
0.0,0.25,-1.5707963267948963
0.0,0.19999999999999973,-1.5707963267948963
0.0,0.1499999999999999,-1.5707963267948963
0.0,0.09999999999999964,-1.5707963267948963
0.0,0.04999999999999982,-1.5707963267948963
0.0,0.0,-1.5707963267948963
